2014 OSAP Repayment Assistance Participation Rates by Program,,,,,
Ontario Colleges of Applied Arts and Technology,,,,,
INSTITUTION NAME,PROGRAM NAME,# of Borrowers 2011-12 (1),# of 11-12 Borrowers who received Repayment Assistance (2),2014 Repayment Assistance Participation Rate (3),
SIR SANDFORD FLEMING COLLEGE,Massage Therapy,38,14,36.8%,
SIR SANDFORD FLEMING COLLEGE,Museum Management And Curatorship,16,8,50.0%,
SIR SANDFORD FLEMING COLLEGE,Nursing Assistant,12,8,66.7%,
SIR SANDFORD FLEMING COLLEGE,Occupational Therapist Assistant/Physiotherapist Assistant,22,7,31.8%,
SIR SANDFORD FLEMING COLLEGE,Office Administration - Executive,12,5,41.7%,
SIR SANDFORD FLEMING COLLEGE,Office Administration - General,6,3,50.0%,
SIR SANDFORD FLEMING COLLEGE,Outdoor Adventure Skills,13,4,30.8%,
SIR SANDFORD FLEMING COLLEGE,Paralegal,19,10,52.6%,
SIR SANDFORD FLEMING COLLEGE,Paramedic,19,6,31.6%,
SIR SANDFORD FLEMING COLLEGE,Personal Support Worker,45,18,40.0%,
SIR SANDFORD FLEMING COLLEGE,Pharmacy Technician,*,*,*,
SIR SANDFORD FLEMING COLLEGE,Photo Arts,5,2,40.0%,
SIR SANDFORD FLEMING COLLEGE,Plumbing Techniques,12,3,25.0%,
SIR SANDFORD FLEMING COLLEGE,Police Foundations,83,23,27.7%,
SIR SANDFORD FLEMING COLLEGE,Practical Nursing,83,24,28.9%,
SIR SANDFORD FLEMING COLLEGE,Pre-Service Firefighter Education And Training,23,10,43.5%,
SIR SANDFORD FLEMING COLLEGE,Preparatory Health Science,11,5,45.5%,
SIR SANDFORD FLEMING COLLEGE,Recreation And Leisure Services,20,6,30.0%,
SIR SANDFORD FLEMING COLLEGE,Resources Drilling And Blasting,33,6,18.2%,
SIR SANDFORD FLEMING COLLEGE,Sculpture,*,*,*,
SIR SANDFORD FLEMING COLLEGE,Social Service Worker,104,50,48.1%,
SIR SANDFORD FLEMING COLLEGE,Sporting Goods Business,10,3,30.0%,
SIR SANDFORD FLEMING COLLEGE,Sustainable Agriculture,5,2,40.0%,
SIR SANDFORD FLEMING COLLEGE,Sustainable Building Design And Construction,6,3,50.0%,
SIR SANDFORD FLEMING COLLEGE,Tourism And Travel,22,8,36.4%,
SIR SANDFORD FLEMING COLLEGE,Urban Forestry,21,10,47.6%,
SIR SANDFORD FLEMING COLLEGE,Visual And Creative Arts,8,3,37.5%,
SIR SANDFORD FLEMING COLLEGE,Visual Arts Fundamentals - Drawing And Painting,*,*,*,
SIR SANDFORD FLEMING COLLEGE,Web Developer,*,*,*,
SIR SANDFORD FLEMING COLLEGE,Welding Techniques,23,2,8.7%,
SIR SANDFORD FLEMING COLLEGE Total,,"1,746",611,35.0%,
,, , , ,
ST. CLAIR COLLEGE,(P-T) Practical Nursing,165,74,44.8%,
ST. CLAIR COLLEGE,Advertising,17,2,11.8%,
ST. CLAIR COLLEGE,American Sign Language - English Interpreter,*,*,*,
ST. CLAIR COLLEGE,Animation - Tradigital,14,7,50.0%,
ST. CLAIR COLLEGE,Architectural Technology,17,2,11.8%,
ST. CLAIR COLLEGE,Autism And Behavioural Science,12,9,75.0%,
ST. CLAIR COLLEGE,Border Services,53,23,43.4%,
ST. CLAIR COLLEGE,Business,*,*,*,
ST. CLAIR COLLEGE,Business - Accounting,24,12,50.0%,
ST. CLAIR COLLEGE,Business - Marketing,10,6,60.0%,
ST. CLAIR COLLEGE,Business Administration - Accounting,38,21,55.3%,
ST. CLAIR COLLEGE,Business Administration - Finance,12,5,41.7%,
ST. CLAIR COLLEGE,Business Administration - Human Resources,22,11,50.0%,
ST. CLAIR COLLEGE,Business Administration - International Business,8,2,25.0%,
ST. CLAIR COLLEGE,Business Administration - Marketing,14,5,35.7%,
ST. CLAIR COLLEGE,Business Administration - Professional Golf Management,*,*,*,
ST. CLAIR COLLEGE,Cardiovascular Technology,*,*,*,
ST. CLAIR COLLEGE,Carpentry Techniques,15,4,26.7%,
ST. CLAIR COLLEGE,Chemical Engineering Technology - Industrial And Environmental,15,5,33.3%,
ST. CLAIR COLLEGE,Child And Youth Worker,31,16,51.6%,
ST. CLAIR COLLEGE,Civil Engineering Technology,15,7,46.7%,
ST. CLAIR COLLEGE,Collaborative Nursing,56,13,23.2%,
ST. CLAIR COLLEGE,Computer Systems Technician - Networking,12,3,25.0%,
ST. CLAIR COLLEGE,Computer Systems Technology - Networking,19,6,31.6%,
ST. CLAIR COLLEGE,Community And Justice Services,7,2,28.6%,
ST. CLAIR COLLEGE,Construction Engineering Technician - Civil,10,2,20.0%,
ST. CLAIR COLLEGE,Culinary Management,45,13,28.9%,
ST. CLAIR COLLEGE,Dental Assisting (Level I And II),30,8,26.7%,
ST. CLAIR COLLEGE,Dental Hygiene,21,11,52.4%,
ST. CLAIR COLLEGE,Design - Interior,9,3,33.3%,
ST. CLAIR COLLEGE,Developmental Services Worker,32,12,37.5%,
ST. CLAIR COLLEGE,Diagnostic Medical Sonography,*,*,*,
ST. CLAIR COLLEGE,Early Childhood Education,63,24,38.1%,
ST. CLAIR COLLEGE,Educational Assistant,17,5,29.4%,
ST. CLAIR COLLEGE,Electrical Engineering Technician,*,*,*,
ST. CLAIR COLLEGE,Electrical Techniques,62,19,30.6%,
ST. CLAIR COLLEGE,Electronics Engineering Technology - Industrial Automation,14,5,35.7%,
ST. CLAIR COLLEGE,Energy Systems Design Technology,8,1,12.5%,
ST. CLAIR COLLEGE,Entertainment Technology,8,2,25.0%,
ST. CLAIR COLLEGE,Esthetician,41,17,41.5%,
ST. CLAIR COLLEGE,Food Services Management,*,*,*,
ST. CLAIR COLLEGE,General Arts And Science,24,12,50.0%,
ST. CLAIR COLLEGE,Graphic Design,9,2,22.2%,
ST. CLAIR COLLEGE,Hairstylist Certificate,22,9,40.9%,
ST. CLAIR COLLEGE,"Heating, Refrigeration And Air-conditioning Technician",19,4,21.1%,
ST. CLAIR COLLEGE,Horticulture Technician - Landscape,12,4,33.3%,
ST. CLAIR COLLEGE,Hospitality Management - Hotel And Restaurant,26,9,34.6%,
ST. CLAIR COLLEGE,Journalism - Print And New Media,22,10,45.5%,
ST. CLAIR COLLEGE,Law And Security Administration,35,13,37.1%,
ST. CLAIR COLLEGE,Liberal Arts,6,2,33.3%,
ST. CLAIR COLLEGE,Mechanical Engineering Technician - Industrial,*,*,*,
ST. CLAIR COLLEGE,Mechanical Engineering Technology - Automotive Product Design,*,*,*,
ST. CLAIR COLLEGE,Mechanical Engineering Technology - Mechatronics,*,*,*,
ST. CLAIR COLLEGE,Mechanical Technician - Cad/Cam,7,1,14.3%,
ST. CLAIR COLLEGE,Medical Laboratory Science,34,7,20.6%,
ST. CLAIR COLLEGE,Medical Laboratory Technician,11,8,72.7%,
ST. CLAIR COLLEGE,Motive Power Fundamentals - Truck And Coach Repair Techniques,5,2,40.0%,
ST. CLAIR COLLEGE,Motive Power Technician,13,4,30.8%,
ST. CLAIR COLLEGE,Music Theatre - Performance,18,8,44.4%,
ST. CLAIR COLLEGE,Native Community Worker - Traditional Aboriginal Healing Methods,*,*,*,
ST. CLAIR COLLEGE,Occupational Therapist Assist/Physi,5,1,20.0%,
ST. CLAIR COLLEGE,Office Administration - General,101,42,41.6%,
ST. CLAIR COLLEGE,Office Administration - Legal,12,6,50.0%,
ST. CLAIR COLLEGE,Paralegal,15,9,60.0%,
ST. CLAIR COLLEGE,Paramedic,19,7,36.8%,
ST. CLAIR COLLEGE,Personal Support Worker,103,46,44.7%,
ST. CLAIR COLLEGE,Pharmacy Technician,18,6,33.3%,
ST. CLAIR COLLEGE,Plumbing Techniques,22,6,27.3%,
ST. CLAIR COLLEGE,Police Foundations,43,18,41.9%,
ST. CLAIR COLLEGE,Power Engineering Technology,13,6,46.2%,
ST. CLAIR COLLEGE,Powerline Technician,6,0,0.0%,
ST. CLAIR COLLEGE,Pre-Health Sciences,110,42,38.2%,
ST. CLAIR COLLEGE,Pre-Technology,9,2,22.2%,
ST. CLAIR COLLEGE,"Protection, Security And Investigation",49,10,20.4%,
ST. CLAIR COLLEGE,Respiratory Therapy,*,*,*,
ST. CLAIR COLLEGE,Social Services Worker - Gerontology,10,5,50.0%,
ST. CLAIR COLLEGE,Sustainable Energy Technician,*,*,*,
ST. CLAIR COLLEGE,Tourism And Travel,19,5,26.3%,
ST. CLAIR COLLEGE,Veterinary Technician,16,7,43.8%,
ST. CLAIR COLLEGE,Web Communications Development,18,9,50.0%,
ST. CLAIR COLLEGE,Welding Techniques,24,4,16.7%,
ST. CLAIR COLLEGE,Woodworking Technician,9,3,33.3%,
ST. CLAIR COLLEGE Total,,"1,848",699,37.8%,
,,,,,
ST. LAWRENCE COLLEGE,Advertising - Integrated Marketing Communications,9,2,22.2%,
ST. LAWRENCE COLLEGE,Autism And Behavioural Science,9,4,44.4%,
ST. LAWRENCE COLLEGE,Bachelor of Business Administration,35,14,40.0%,
ST. LAWRENCE COLLEGE,Bachelor Of Applied Arts (Behavioural Psychology),33,15,45.5%,
ST. LAWRENCE COLLEGE,Behavioural Science Technology,37,13,35.1%,
ST. LAWRENCE COLLEGE,Biotechnology,21,9,42.9%,
ST. LAWRENCE COLLEGE,Business,*,*,*,
ST. LAWRENCE COLLEGE,Business - Accounting,6,1,16.7%,
ST. LAWRENCE COLLEGE,Business - Advertising And Public Relations,19,4,21.1%,
ST. LAWRENCE COLLEGE,Business - Human Resources,*,*,*,
ST. LAWRENCE COLLEGE,Business - Marketing,*,*,*,
ST. LAWRENCE COLLEGE,Business Administration - Accounting,16,7,43.8%,
ST. LAWRENCE COLLEGE,Business Administration - Human Resources,13,6,46.2%,
ST. LAWRENCE COLLEGE,Business Administration - Marketing,15,7,46.7%,
ST. LAWRENCE COLLEGE,Business Administration - Operations Management,*,*,*,
ST. LAWRENCE COLLEGE,Business Administration/Business General (Core),32,9,28.1%,
ST. LAWRENCE COLLEGE,Carpenter General,38,13,34.2%,
ST. LAWRENCE COLLEGE,Child And Youth Worker,57,18,31.6%,
ST. LAWRENCE COLLEGE,Civil Engineering Technology,18,2,11.1%,
ST. LAWRENCE COLLEGE,Collaborative Nursing,78,17,21.8%,
ST. LAWRENCE COLLEGE,Community And Justice Services,18,8,44.4%,
ST. LAWRENCE COLLEGE,Computer Networking And Technical Support,17,5,29.4%,
ST. LAWRENCE COLLEGE,Computer Programmer Analyst,23,7,30.4%,
ST. LAWRENCE COLLEGE,Control Engineering Technician,*,*,*,
ST. LAWRENCE COLLEGE,Control Engineering Technology,*,*,*,
ST. LAWRENCE COLLEGE,Culinary Management,24,3,12.5%,
ST. LAWRENCE COLLEGE,Culinary Skills - Chef Training,*,*,*,
ST. LAWRENCE COLLEGE,Early Childhood Education,68,22,32.4%,
ST. LAWRENCE COLLEGE,Electrical Engineering Technician,29,6,20.7%,
ST. LAWRENCE COLLEGE,Energy Systems Engineering Technician,*,*,*,
ST. LAWRENCE COLLEGE,Energy Systems Engineering Technology,21,9,42.9%,
ST. LAWRENCE COLLEGE,Environmental Technician,5,3,60.0%,
ST. LAWRENCE COLLEGE,Esthetician,17,7,41.2%,
ST. LAWRENCE COLLEGE,Fitness And Health Promotion,37,8,21.6%,
ST. LAWRENCE COLLEGE,Game Development Technician,6,0,0.0%,
ST. LAWRENCE COLLEGE,General Arts And Science,30,8,26.7%,
ST. LAWRENCE COLLEGE,General Arts And Science - One-Year,36,11,30.6%,
ST. LAWRENCE COLLEGE,Graphic Design,24,9,37.5%,
ST. LAWRENCE COLLEGE,Hairstylist ,49,24,49.0%,
ST. LAWRENCE COLLEGE,Health Information Management,19,7,36.8%,
ST. LAWRENCE COLLEGE,Hospitality And Tourism Management,13,5,38.5%,
ST. LAWRENCE COLLEGE,Hospitality Management - Hotel And Restaurant,9,2,22.2%,
ST. LAWRENCE COLLEGE,Journalism - Print,6,2,33.3%,
ST. LAWRENCE COLLEGE,Law Clerk,17,8,47.1%,
ST. LAWRENCE COLLEGE,Mechanical Engineering Technician - Machining,15,2,13.3%,
ST. LAWRENCE COLLEGE,Medical Laboratory Assistant /Technician,16,1,6.3%,
ST. LAWRENCE COLLEGE,Medical Laboratory Science,32,7,21.9%,
ST. LAWRENCE COLLEGE,Motive Power Technician,*,*,*,
ST. LAWRENCE COLLEGE,Music Theatre - Performance,15,7,46.7%,
ST. LAWRENCE COLLEGE,Music And Digital Media,14,5,35.7%,
ST. LAWRENCE COLLEGE,Office Administration - General,10,4,40.0%,
ST. LAWRENCE COLLEGE,Office Administration - Legal,14,7,50.0%,
ST. LAWRENCE COLLEGE,Office Administration - Medical,17,12,70.6%,
ST. LAWRENCE COLLEGE,Practical Nursing ,34,11,32.4%,
ST. LAWRENCE COLLEGE,Pre-Health Science ,18,6,33.3%,
ST. LAWRENCE COLLEGE,Paramedic,18,6,33.3%,
ST. LAWRENCE COLLEGE,Personal Support Worker,46,19,41.3%,
ST. LAWRENCE COLLEGE,Police Foundations,81,28,34.6%,
ST. LAWRENCE COLLEGE,Practical Nursing,63,23,36.5%,
ST. LAWRENCE COLLEGE,Pre-Service Firefighter Education And Training,15,1,6.7%,
ST. LAWRENCE COLLEGE,Social Service Worker - Gerontology,56,21,37.5%,
ST. LAWRENCE COLLEGE,Veterinary Assistant,36,5,13.9%,
ST. LAWRENCE COLLEGE,Veterinary Technology,34,14,41.2%,
ST. LAWRENCE COLLEGE,Visual And Creative Arts - Fine Arts,*,*,*,
ST. LAWRENCE COLLEGE,Welding And Fabrication Technician,10,1,10.0%,
ST. LAWRENCE COLLEGE,Wind Turbine Technician,17,2,11.8%,
ST. LAWRENCE COLLEGE Total,,"1,480",479,32.4%,
,,,,,
Ontario Public Colleges Total,,"43,593","15,409",35.3%,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
